"","X.6","X.5","X.4","X.3","X.2","X.1","X","tag","table","OBJECTID","quadrat","StemTag","lx","ly","dbh_previous","hom","codes_previous","status_previous","status_2022","comment_2022","mortality","census_status","dbh_current","status_current","codes_current","code_choices","notes_current","DBH.check","living_status","crown_position","crown_intact","crown_living","fad","fad_choices","liana_load","lean_angle","wounded_main_stem","rotting_trunk","canker_swelling_deformity","dead_with_resprout","crown_check","GlobalID","CreationDate","Creator","EditDate","Editor","species","dbh_previous_mm","numeric_tag","hom_alert","lean_direction","comment_mortality","sp","tree_type","NAD83_X","NAD83_Y","personnel_list","personnel","date_measured","multi.stemmed","x","y","gx","gy","dbh_if_dead","mort_status","ExactDate"
"2877",2877,2877,2877,2877,2877,2877,2877,162365,"old_trees",19849,1622,1,15.2,7.4,131,1.3,"NULL","A","AU","",1,1,140,"AU","","","","","AU",1,60,55,"B,AN,W","W",NA,NA,2,NA,NA,NA,NA,"63db0b34-00a9-4064-885c-e7c2c74711eb","3/30/2023 4:12:53 PM","shuej21","7/11/2023 2:56:58 PM","shuej21","ceca",131,NA,NA,NA,"; Woodpecker","ceca","1",747690.716204443,4308941.23517235,"CT","CT","7/11/2023 2:56:12 PM",0,-78.1440491984842,38.8944472944752,315.200050791333,427.409564487664,NA,"AU",2023-07-11
"2878",2878,2878,2878,2878,2878,2878,2878,162366,"old_trees",19850,1622,1,14,11.5,682,1.3,"NULL","A","AU","",1,1,702,"A","","","","","A",3,95,70,"","",3,NA,NA,NA,NA,NA,NA,"05903071-e6e7-443f-b58f-c95d003d8b58","3/30/2023 4:12:53 PM","shuej21","7/11/2023 2:49:33 PM","shuej21","qual",682,NA,NA,NA,"","qual","1",747689.421423235,4308945.30632728,"CT","CT","7/11/2023 2:49:11 PM",0,-78.1440626417659,38.8944843011195,314.000065971893,431.510385064487,NA,"A",2023-07-11
"2879",2879,2879,2879,2879,2879,2879,2879,162369,"old_trees",19852,1622,1,17.3,11.1,115,1.3,"NULL","A","A","",1,1,124,"AU","","","","","AU",1,85,70,"W","W",0,NA,2,NA,NA,NA,NA,"e6c3b49d-3ba5-43c9-aa2e-95a56c158441","3/30/2023 4:12:53 PM","shuej21","7/11/2023 2:52:48 PM","shuej21","ceca",115,NA,NA,NA,"","ceca","1",747692.729670885,4308944.98293559,"CT","CT","7/11/2023 2:52:02 PM",0,-78.1440246574144,38.8944804578255,317.299920782236,431.108340295666,NA,"AU",2023-07-11
"2880",2880,2880,2880,2880,2880,2880,2880,162371,"old_trees",19854,1622,1,19.5,14.3,501,1.3,"NULL","A","A","",1,1,529,"A","","","","","A",3,90,90,"","",NA,NA,NA,NA,NA,NA,NA,"9c7be7ed-8837-43ef-b43a-80e781cbb3e1","3/30/2023 4:12:53 PM","shuej21","7/11/2023 3:08:36 PM","shuej21","ploc",501,NA,NA,NA,"","ploc","1",747694.854896024,4308948.23307179,"CT","CT","7/11/2023 3:08:15 PM",0,-78.1439990087225,38.8945091108692,319.499974797691,434.306969915119,NA,"A",2023-07-11
"2881",2881,2881,2881,2881,2881,2881,2881,162376,"old_trees",19859,1622,1,10.1,18.4,260,1.3,"NULL","A","AU","",1,1,281,"AU","","","","","AU",3,100,75,"K","K",0,NA,NA,NA,2,NA,NA,"fe6a930c-f65e-4936-ac82-5b986f3d6fe3","3/30/2023 4:12:53 PM","shuej21","7/11/2023 2:31:22 PM","shuej21","qual",260,NA,NA,NA,"","qual","1",747685.362280103,4308952.11401062,"CT","CT","7/11/2023 2:31:13 PM",0,-78.1441069349799,38.894546716666,310.099948749671,438.412757557604,NA,"AU",2023-07-11
"2882",2882,2882,2882,2882,2882,2882,2882,162380,"old_trees",19863,1622,1,3.8,19.4,117,1.3,"NULL","A","A","",1,1,125,"AU","","","","","AU",1,100,95,"LF","LF",0,NA,NA,NA,NA,NA,NA,"ddc0cf63-8097-47ff-ac29-a4c6fc5634d2","3/30/2023 4:12:53 PM","shuej21","7/11/2023 2:24:42 PM","shuej21","cagl",117,NA,NA,NA,"","cagl","1",747679.040784174,4308952.9675078,"CT","CT","7/11/2023 2:24:03 PM",0,-78.1441794316953,38.8945561805141,303.799954717308,439.416480575591,NA,"AU",2023-07-11
"2883",2883,2883,2883,2883,2883,2883,2883,162384,"old_trees",19867,1623,1,11.4,2,110,1.3,"NULL","A","A","",1,1,126,"A","","","","","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,"46e864b1-2e2a-49e3-9062-42b657e077ae","3/30/2023 4:12:53 PM","shuej21","7/11/2023 3:48:24 PM","shuej21","acru",110,NA,NA,NA,"","acru","1",747686.57848751,4308955.74318792,"CT","CT","7/11/2023 3:48:05 PM",0,-78.144091618707,38.8945790374814,311.40002317055,442.01195780976,NA,"A",2023-07-11
"2884",2884,2884,2884,2884,2884,2884,2884,162386,"old_trees",19869,1623,1,17.3,3.2,443,1.3,"NULL","A","AU","",1,1,472,"A","","","","","A",3,80,70,"","",NA,NA,NA,NA,NA,NA,NA,"029d084e-1062-41ed-aa4e-281dd6a8f6ca","3/30/2023 4:12:53 PM","shuej21","7/11/2023 3:52:22 PM","shuej21","pist",443,NA,NA,NA,"","pist","1",747692.449030726,4308957.07971926,"CT","CT","7/11/2023 3:52:03 PM",0,-78.1440235255306,38.894589411627,317.299992970158,443.208376647917,NA,"A",2023-07-11
"2885",2885,2885,2885,2885,2885,2885,2885,162387,"old_trees",19870,1623,1,12.4,7.5,599,1.3,"NULL","A","A","",1,1,629,"A","","","","","A",3,95,85,"","",NA,NA,NA,NA,NA,NA,NA,"dba29474-c0b2-4bd6-ad15-3824112e0847","3/30/2023 4:12:53 PM","shuej21","7/11/2023 3:55:23 PM","shuej21","qual",599,NA,NA,NA,"","qual","1",747687.450639394,4308961.26487122,"CT","CT","7/11/2023 3:55:04 PM",0,-78.1440795821811,38.8946284884128,312.400039466335,447.511317277345,NA,"A",2023-07-11
"2886",2886,2886,2886,2886,2886,2886,2886,162389,"old_trees",19872,1623,1,18.9,10.1,791,1.3,"NULL","A","A","",1,1,822,"A","","","","","A",3,90,70,"","",NA,NA,NA,NA,NA,NA,NA,"2a1a8d85-0fd9-47f0-a30e-21c7a0043a6c","3/30/2023 4:12:53 PM","shuej21","7/11/2023 3:58:15 PM","shuej21","qual",791,NA,NA,NA,"","qual","1",747693.888490039,4308964.01496125,"CT","CT","7/11/2023 3:58:00 PM",0,-78.1440044453159,38.8946514250616,318.899957570959,450.107390955825,NA,"A",2023-07-11
"2887",2887,2887,2887,2887,2887,2887,2887,162391,"old_trees",19874,1623,1,12.9,11.5,105,1.3,"NULL","A","","stem not sampled, info automatically filled from previous year info",1,1,0,"DC","","","","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"36280f4f-c3c5-4412-956b-f96cc505b2fe","3/30/2023 4:12:53 PM","shuej21","7/11/2023 5:08:42 PM","shuej21","quru",105,NA,NA,NA,"","quru","1",747687.857672176,4308965.27536325,"CT","CT","7/11/2023 5:08:30 PM",0,-78.1440734475857,38.8946644692941,312.900003275547,451.510984641921,0,"",2023-07-11
"2888",2888,2888,2888,2888,2888,2888,2888,162395,"old_trees",19878,1624,1,12.6,0.5,131,1.3,"NULL","A","A","",1,1,139,"A","","","","","A",1,95,95,"","",NA,NA,NA,NA,NA,NA,NA,"74f962e3-10a1-4f27-b237-b9fb43f1f3db","3/30/2023 4:12:53 PM","shuej21","7/11/2023 5:12:28 PM","shuej21","nysy",131,NA,NA,NA,"","nysy","1",747687.34899849,4308974.26601452,"CT","CT","7/11/2023 5:12:26 PM",0,-78.1440760625755,38.8947455312598,312.600043236136,460.51119639661,NA,"A",2023-07-11
"2889",2889,2889,2889,2889,2889,2889,2889,162396,"old_trees",19879,1624,1,19.8,3.2,119,1.3,"NULL","A","A","",1,1,127,"AU","","","","","AU",1,95,95,"W","W",NA,NA,2,NA,NA,NA,NA,"74512ae8-d560-4dd5-a739-ed971d3727d3","3/30/2023 4:12:53 PM","shuej21","7/11/2023 5:54:51 PM","shuej21","saal",119,NA,NA,NA,"","saal","1",747694.484407207,4308977.1323351,"CT","CT","7/11/2023 5:54:01 PM",0,-78.1439928498584,38.8947693173488,319.800028139028,463.206864043178,NA,"AU",2023-07-11
"2890",2890,2890,2890,2890,2890,2890,2890,162398,"old_trees",19881,1624,1,18.6,5.2,540,1.3,"NULL","A","A","",1,1,558,"AU","","","","","AU",3,80,75,"K","K",2,NA,NA,NA,1,NA,NA,"fe8c6bb3-c01c-48df-bc4d-dcc340c6f819","3/30/2023 4:12:53 PM","shuej21","7/11/2023 5:52:38 PM","shuej21","qual",540,NA,NA,NA,"","qual","1",747693.238315522,4308979.10386078,"CT","CT","7/11/2023 5:52:10 PM",0,-78.1440064898723,38.89478741298,318.600009826172,465.20749129701,NA,"AU",2023-07-11
"2891",2891,2891,2891,2891,2891,2891,2891,162402,"old_trees",19884,1624,1,12,7.5,240,1.3,"NULL","A","A","",1,1,280,"A","RT","RT","","","A",3,100,95,"","",NA,NA,NA,NA,NA,NA,NA,"8ff2d1d9-51ef-4a0b-bc2c-7164b150295c","3/30/2023 4:12:53 PM","shuej21","7/11/2023 5:47:33 PM","shuej21","quru",240,NA,NA,NA,"","quru","1",747686.586733318,4308981.25019537,"CT","CT","7/11/2023 5:46:08 PM",0,-78.1440823220305,38.8948086058819,312.000011271089,467.511542329342,NA,"A",2023-07-11
"2892",2892,2892,2892,2892,2892,2892,2892,162405,"old_trees",19887,1624,1,18,16,627,1.3,"NULL","A","AU","",1,1,639,"AU","","","","","AU",3,80,70,"K","K",1,NA,NA,NA,1,NA,NA,"328c63e0-b4f0-4f11-a49b-329527f36f34","3/30/2023 4:12:53 PM","shuej21","7/11/2023 6:02:09 PM","shuej21","qual",627,NA,NA,NA,"","qual","1",747692.387929943,4308989.88709426,"CT","CT","7/11/2023 6:02:02 PM",0,-78.1440123935923,38.8948847050579,318.000016501688,476.007910994385,NA,"AU",2023-07-11
"2893",2893,2893,2893,2893,2893,2893,2893,162408,"old_trees",19889,1625,1,15,0.5,149,1.3,"NULL","A","A","",1,1,168,"A","","","","","A",2,95,95,"","",NA,NA,NA,NA,NA,NA,NA,"fce49691-8870-4046-8694-9eb62fb571d4","3/30/2023 4:12:53 PM","shuej21","7/11/2023 6:40:39 PM","shuej21","cato",149,NA,NA,NA,"","cato","1",747689.284300971,4308994.31630486,"CT","CT","7/11/2023 6:40:07 PM",0,-78.1440465403398,38.8949254442769,314.999977389468,480.509740966617,NA,"A",2023-07-11
"2894",2894,2894,2894,2894,2894,2894,2894,162410,"old_trees",19891,1625,1,18.2,0.7,140,1.3,"NULL","A","A","",1,1,144,"AU","","","","","AU",1,100,100,"LF","LF",NA,NA,NA,NA,NA,NA,NA,"44a383d8-3727-4c6c-a827-fcce53a53539","3/30/2023 4:12:53 PM","shuej21","7/11/2023 6:42:37 PM","shuej21","cagl",140,NA,NA,NA,"","cagl","1",747692.478805945,4308994.59053219,"CT","CT","7/11/2023 6:42:06 PM",0,-78.1440096501356,38.8949270117865,318.199984474728,480.707853264933,NA,"AU",2023-07-11
"2895",2895,2895,2895,2895,2895,2895,2895,162414,"old_trees",19895,1625,1,16.5,4.9,132,1.3,"NULL","A","A","",1,1,137,"A","","","","","A",2,100,95,"","",NA,NA,NA,NA,NA,NA,NA,"dab4482d-5f95-4ea8-8346-30d5784a9a3d","3/30/2023 4:12:53 PM","shuej21","7/11/2023 6:43:57 PM","shuej21","cagl",132,NA,NA,NA,"","cagl","1",747690.681841854,4308998.74986624,"CT","CT","7/11/2023 6:43:03 PM",0,-78.1440288453283,38.8949649536531,316.499997622572,484.908781204653,NA,"A",2023-07-11
"2896",2896,2896,2896,2896,2896,2896,2896,162415,"old_trees",19896,1625,1,19.3,7.8,409,1.3,"M","A","A","",1,1,426,"A","","","","","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,"9b27255a-eefa-40ba-b957-79b7b65e210a","3/30/2023 4:12:53 PM","shuej21","7/11/2023 6:45:40 PM","shuej21","qupr",409,NA,NA,NA,"","qupr","1",747693.413788655,4309001.71408694,"CT","CT","7/11/2023 6:45:38 PM",1,-78.1439963119504,38.8949908623107,319.299976969945,487.807134809384,NA,"A",2023-07-11
"2897",2897,2897,2897,2897,2897,2897,2897,162417,"old_trees",19898,1625,1,15.2,8.9,323,1.3,"NULL","A","DS","Oak wilt, brown leaves still attached",1,1,331,"DS","","","","","",3,90,0,"","",NA,NA,NA,NA,NA,NA,NA,"cef5b23a-c696-47aa-b9f7-b23333c35c5e","3/30/2023 4:12:53 PM","shuej21","7/11/2023 6:36:51 PM","shuej21","quru",323,NA,NA,NA,"","quru","1",747689.289418622,4309002.71873309,"CT","CT","7/11/2023 6:36:49 PM",0,-78.1440434501313,38.8950010672046,315.200024047696,488.909666802078,331,"",2023-07-11
"2898",2898,2898,2898,2898,2898,2898,2898,162422,"old_trees",19903,1625,1,15.9,13.6,412,1.3,"NULL","A","AU","Sap sucker ring",1,1,428,"A","","","","","A",3,90,90,"","",NA,NA,NA,NA,NA,NA,NA,"4ccc3c20-df48-4bdc-a079-a2d5ed4b7992","3/30/2023 4:12:53 PM","shuej21","7/11/2023 6:52:20 PM","shuej21","cagl",412,NA,NA,NA,"","cagl","1",747689.880219456,4309007.43362817,"CT","CT","7/11/2023 6:52:12 PM",0,-78.1440349448822,38.8950433361091,315.900048101492,493.609163493137,NA,"A",2023-07-11
"2899",2899,2899,2899,2899,2899,2899,2899,162424,"old_trees",19905,1625,1,15.5,14.7,261,1.3,"NULL","A","A","",1,1,266,"A","","","","","A",2,100,95,"","",NA,NA,NA,NA,NA,NA,NA,"8c7120b8-c76f-4612-ae6f-baf715e8bab4","3/30/2023 4:12:53 PM","shuej21","7/11/2023 6:54:16 PM","shuej21","nysy",261,NA,NA,NA,"","nysy","1",747689.454821179,4309008.52407857,"CT","CT","7/11/2023 6:54:15 PM",0,-78.1440394508296,38.8950532704204,315.500061992735,494.709430503979,NA,"A",2023-07-11
"2900",2900,2900,2900,2900,2900,2900,2900,162425,"old_trees",19906,1625,1,16.3,18.4,169,1.3,"NULL","A","A","",1,1,171,"A","","","","","A",1,90,85,"","",NA,NA,NA,NA,NA,NA,NA,"92d0d4ff-7650-470e-8d32-ba6e79dc2425","3/30/2023 4:12:53 PM","shuej21","7/11/2023 6:55:28 PM","shuej21","nysy",169,NA,NA,NA,"","nysy","1",747690.16866527,4309012.24166668,"CT","CT","7/11/2023 6:55:13 PM",0,-78.1440298882643,38.8950865285735,316.299959371451,498.408974042586,NA,"A",2023-07-11
"2901",2901,2901,2901,2901,2901,2901,2901,162428,"old_trees",19909,1626,1,17,0.6,374,1.3,"NULL","A","AU","Soot covered leaves",1,1,388,"A","","","","","A",3,85,75,"","",NA,NA,NA,NA,NA,NA,NA,"1538fd62-5fc1-42da-86b0-dbce0407f8a9","3/30/2023 4:12:53 PM","shuej21","7/11/2023 7:43:28 PM","shuej21","quru",374,NA,NA,NA,"","quru","1",747690.817473512,4309014.45726632,"CT","CT","7/11/2023 7:43:25 PM",0,-78.1440216165785,38.8951062867154,316.999993336892,500.608502674143,NA,"A",2023-07-11
"2902",2902,2902,2902,2902,2902,2902,2902,162429,"old_trees",19910,1626,1,17.3,5.7,126,1.3,"NULL","A","DS","",1,1,113,"DS","","","","","",1,80,0,"","",NA,NA,NA,NA,NA,NA,NA,"0ca66519-79f6-4fcd-9507-f954d774e46a","3/30/2023 4:12:53 PM","shuej21","7/11/2023 7:40:39 PM","shuej21","quve",126,NA,NA,NA,"","quve","1",747690.999098206,4309019.56289211,"CT","CT","7/11/2023 7:40:35 PM",0,-78.1440176828541,38.8951521876689,317.300016051525,505.708358805053,113,"",2023-07-11
"2903",2903,2903,2903,2903,2903,2903,2903,162430,"old_trees",19911,1626,1,18.9,9.9,391,1.3,"NULL","A","A","",1,1,396,"A","","","","","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,"04e4450c-46ee-484a-977f-49617d518912","3/30/2023 4:12:53 PM","shuej21","7/11/2023 7:39:27 PM","shuej21","cagl",391,NA,NA,NA,"","cagl","1",747692.501176182,4309023.79890887,"CT","CT","7/11/2023 7:39:25 PM",0,-78.1439988550675,38.8951898896037,318.89996234775,509.907422141955,NA,"A",2023-07-11
"2904",2904,2904,2904,2904,2904,2904,2904,162431,"old_trees",19912,1626,1,10.7,7.6,170,1.3,"NULL","A","A","",1,1,174,"AU","","","","","AU",1,100,95,"K","K",NA,NA,NA,NA,1,NA,NA,"2bb93ef4-e718-4a9c-962f-578c8dff3dc9","3/30/2023 4:12:53 PM","shuej21","7/11/2023 7:27:29 PM","shuej21","cagl",170,NA,NA,NA,"","cagl","1",747684.356803421,4309021.30921304,"CT","CT","7/11/2023 7:27:27 PM",0,-78.1440935527418,38.8951697777161,310.700022380736,507.612288452734,NA,"AU",2023-07-11
"2905",2905,2905,2905,2905,2905,2905,2905,162432,"old_trees",19913,1626,1,6,11.3,439,1.3,"NULL","A","AU","",1,1,468,"AU","","","","","AU",3,80,30,"DF","DF",NA,NA,NA,NA,NA,NA,NA,"518879ea-1208-40c2-97d0-6ceb4edbfb81","3/30/2023 4:12:53 PM","shuej21","7/11/2023 7:25:52 PM","shuej21","pist",439,NA,NA,NA,"","pist","1",747679.572168974,4309024.89923031,"CT","CT","7/11/2023 7:25:24 PM",0,-78.1441473627069,38.895203437831,305.999961528126,511.315175047122,NA,"AU",2023-07-11
"2906",2906,2906,2906,2906,2906,2906,2906,162433,"old_trees",19914,1626,1,14,14.1,437,1.3,"NULL","A","A","",1,1,453,"AU","","","","","AU",3,90,80,"K","K",NA,NA,NA,NA,3,NA,NA,"1dc65c58-7b9a-4a85-b698-366da1b33288","3/30/2023 4:12:53 PM","shuej21","7/11/2023 7:37:25 PM","shuej21","quru",437,NA,NA,NA,"","quru","1",747687.505100387,4309027.88396269,"CT","CT","7/11/2023 7:37:02 PM",0,-78.1440549215996,38.8952280648491,314.000001550978,514.110237874134,NA,"AU",2023-07-11
"2907",2907,2907,2907,2907,2907,2907,2907,162437,"old_trees",19918,1626,1,20,13.3,122,1.3,"NULL","A","A","",1,1,110,"A","DV","DV","","DBH decreased more than expected (-12), check measurement","A",1,100,95,"","",NA,NA,NA,NA,NA,NA,NA,"675a109c-b55d-4cf2-a12b-a81d653c5105","3/30/2023 4:12:53 PM","shuej21","7/11/2023 7:35:23 PM","shuej21","qupr",122,NA,NA,NA,"","qupr","1",747693.521993872,4309027.22346017,"CT","CT","7/11/2023 7:35:00 PM",0,-78.1439858627357,38.8952204237866,319.999952459859,513.306705149145,NA,"A",2023-07-11
"2908",2908,2908,2908,2908,2908,2908,2908,162438,"old_trees",19919,1626,1,19.8,19.1,434,1.3,"M","A","A","",1,1,450,"A","","","","","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,"9da9ac13-12db-4f1f-83da-9bfc99bb3555","3/30/2023 4:12:53 PM","shuej21","7/11/2023 7:31:05 PM","shuej21","qupr",434,NA,NA,NA,"","qupr","1",747693.187469241,4309033.01732301,"CT","CT","7/11/2023 7:31:03 PM",1,-78.1439876252264,38.8952726645958,319.799931378133,519.106888999794,NA,"A",2023-07-11
"2909",2909,2909,2909,2909,2909,2909,2909,162439,"old_trees",19920,1627,1,16.3,0.1,852,1.3,"NULL","A","A","",1,1,874,"AU","","","","","AU",3,85,80,"K","K",NA,NA,NA,NA,1,NA,NA,"91afb209-6caf-4f4a-adc5-9e5e864e3bd8","3/30/2023 4:12:53 PM","shuej21","7/12/2023 1:39:58 PM","shuej21","quru",852,NA,NA,NA,"","quru","1",747689.665309244,4309033.93580242,"CT","CT","7/12/2023 1:39:03 PM",0,-78.1440278589583,38.8952819241928,316.30002740705,520.108944543296,NA,"AU",2023-07-12
"2910",2910,2910,2910,2910,2910,2910,2910,162440,"old_trees",19921,1627,1,10.6,2.2,566,1.3,"NULL","A","A","",1,1,577,"A","","","","","A",3,80,75,"","",NA,NA,NA,NA,NA,NA,NA,"8b29fe4e-ed5f-4ac4-a004-87326cffccda","3/30/2023 4:12:53 PM","shuej21","7/12/2023 1:37:56 PM","shuej21","qual",566,NA,NA,NA,"","qual","1",747683.918081357,4309035.90296138,"CT","CT","7/12/2023 1:37:01 PM",0,-78.1440933407311,38.895301249507,310.599983022736,522.212344783125,NA,"A",2023-07-12
"2911",2911,2911,2911,2911,2911,2911,2911,162441,"old_trees",19922,1627,1,8.2,2.3,581,1.3,"NULL","A","A","",1,1,602,"AU","","","","","AU",3,90,80,"K","K",NA,NA,NA,NA,1,NA,NA,"c0f10457-ab63-4d09-a989-6f98156ec986","3/30/2023 4:12:53 PM","shuej21","7/12/2023 1:36:33 PM","shuej21","quru",581,NA,NA,NA,"","quru","1",747681.516373641,4309035.94728266,"CT","CT","7/12/2023 1:36:30 PM",0,-78.1441209854771,38.8953023255057,308.199949923429,522.313820249412,NA,"AU",2023-07-12
"2912",2912,2912,2912,2912,2912,2912,2912,162442,"old_trees",19923,1727,1,0,4.6,168,1.3,"NULL","A","A","",1,1,174,"A","","","","","A",2,100,90,"","",NA,NA,NA,NA,NA,NA,NA,"c398ea5a-ca2e-45b9-8354-f3ded4562ef8","3/30/2023 4:12:53 PM","shuej21","7/12/2023 1:41:41 PM","shuej21","qupr",168,NA,NA,NA,"","qupr","1",747693.259921736,4309038.52042986,"CT","CT","7/12/2023 1:41:40 PM",0,-78.1439848054124,38.8953221737734,320.000032555527,524.606712155089,NA,"A",2023-07-12
"2913",2913,2913,2913,2913,2913,2913,2913,162443,"old_trees",19924,1627,1,18.9,9.5,212,1.3,"NULL","A","DS","",1,1,208,"DS","","","","","",3,90,0,"","",NA,NA,NA,NA,NA,NA,NA,"bf7ef1cd-ee8a-4fac-ba87-3651c6c0e10f","3/30/2023 4:12:53 PM","shuej21","10/4/2023 1:23:05 PM","shuej21","fram",212,NA,NA,NA,"","fram","1",747692.079538494,4309043.3471476,"CT","CT","10/4/2023 1:23:03 PM",0,-78.1439966586762,38.8953659484634,318.931943435413,529.460158503306,208,"",2023-10-04
"2914",2914,2914,2914,2914,2914,2914,2914,162446,"old_trees",19927,1630,1,14.1,2.7,805,1.3,"NULL","A","AU","",1,1,822,"A","","","","","A",3,80,75,"","",NA,NA,NA,NA,NA,NA,NA,"51a840a5-9e68-4f86-9ba1-b769806b5741","3/30/2023 4:12:53 PM","shuej21","7/12/2023 3:50:40 PM","shuej21","quru",805,NA,NA,NA,"","quru","1",747686.013576845,4309096.46786427,"CT","CT","7/12/2023 3:50:28 PM",0,-78.1440473568498,38.8958457609495,314.099977390383,582.71021027564,NA,"A",2023-07-12
"2915",2915,2915,2915,2915,2915,2915,2915,162449,"old_trees",19929,1630,1,4.9,3.1,306,1.3,"NULL","A","A","",1,1,329,"A","","","","","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,"506e068e-b60a-42b1-80d9-d2fa0d29f4ef","3/30/2023 4:12:53 PM","shuej21","7/12/2023 3:24:15 PM","shuej21","litu",306,NA,NA,NA,"","litu","1",747676.806813464,4309096.65441062,"CT","CT","7/12/2023 3:24:05 PM",0,-78.1441533256809,38.8958500355468,304.900019658881,583.11584812295,NA,"A",2023-07-12
"2916",2916,2916,2916,2916,2916,2916,2916,162450,"old_trees",19930,1630,1,2.5,4.3,532,1.3,"NULL","A","DS","",1,1,0,"DS","B","B","","","",1,0,0,"B,I","I",NA,NA,NA,NA,NA,NA,NA,"95f3d137-0078-42bd-a2df-8acd5658d422","3/30/2023 4:12:53 PM","shuej21","7/12/2023 3:25:39 PM","shuej21","fram",532,NA,NA,NA,"","fram","1",747674.379570047,4309097.79843234,"CT","CT","7/12/2023 3:25:02 PM",0,-78.1441808680183,38.8958610163711,302.499970003187,584.317320267331,0,"",2023-07-12
"2917",2917,2917,2917,2917,2917,2917,2917,162452,"old_trees",19932,1630,1,17.2,14,805,1.3,"NULL","A","A","",1,1,845,"AU","","","","","AU",3,90,85,"W,R","R",NA,NA,2,2,NA,NA,NA,"37ab0a06-f6b1-48dd-832a-97697df46402","3/30/2023 4:12:53 PM","shuej21","7/12/2023 3:46:31 PM","shuej21","quve",805,NA,NA,NA,"","quve","1",747688.850592583,4309107.83680047,"CT","CT","7/12/2023 3:46:29 PM",0,-78.1440105807253,38.8959472849135,317.19998084407,594.008397240157,NA,"AU",2023-07-12
"2918",2918,2918,2918,2918,2918,2918,2918,162456,"old_trees",19936,1630,1,0.3,16,249,1.3,"NULL","A","A","",1,1,291,"A","","","","DBH greater than expected (42), check measurement","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,"c5c64542-7a12-46ef-8ee1-2c9aa73f29c1","3/30/2023 4:12:53 PM","shuej21","7/12/2023 3:28:33 PM","shuej21","litu",249,NA,NA,NA,"","litu","1",747671.908698014,4309109.44418956,"CT","CT","7/12/2023 3:28:18 PM",0,-78.1442051243134,38.8959665282514,300.299936301799,596.018591037968,NA,"A",2023-07-12
"2919",2919,2919,2919,2919,2919,2919,2919,162458,"old_trees",19938,1630,1,13.3,18.3,288,1.3,"M","A","","stem not sampled, info automatically filled from previous year info",1,1,0,"DC","","","","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"9b11b6a3-c902-43ae-91b0-f62bf5badcbc","3/30/2023 4:12:53 PM","shuej21","7/12/2023 3:31:22 PM","shuej21","fram",288,NA,NA,NA,"","fram","1",747684.851880402,4309112.04517857,"CT","CT","7/12/2023 3:31:08 PM",1,-78.1440551164859,38.8959862889396,313.29997626811,598.310762524976,0,"",2023-07-12
"2920",2920,2920,2920,2920,2920,2920,2920,162461,"old_trees",19941,1631,1,19.7,2.5,291,1.3,"NULL","A","A","",1,1,294,"DS","","","","","",1,90,0,"","",0,NA,NA,NA,NA,NA,NA,"70a80b12-c5e2-4a53-8876-17c1a9fac446","3/30/2023 4:12:53 PM","shuej21","7/12/2023 5:47:51 PM","shuej21","ulru",291,NA,NA,NA,"","ulru","1",747691.152837211,4309116.39247677,"CT","CT","7/12/2023 5:47:50 PM",0,-78.1439809785461,38.8960236394578,319.70009147818,602.506850270814,294,"",2023-07-12
"2921",2921,2921,2921,2921,2921,2921,2921,162465,"old_trees",19945,1631,1,14,1,133,1.3,"NULL","A","A","",1,1,144,"AU","","","","","AU",1,100,90,"W,AN","AN",0,NA,1,NA,NA,NA,NA,"f74da719-1fce-4655-b968-9bac3bca2d74","3/30/2023 4:12:53 PM","shuej21","7/12/2023 5:32:49 PM","shuej21","ceca",133,NA,NA,NA,"; Woodpecker","ceca","1",747685.489073971,4309114.76072656,"CT","CT","7/12/2023 5:32:47 PM",0,-78.1440467980874,38.8960105500356,313.999997133425,601.010374323116,NA,"AU",2023-07-12
"2922",2922,2922,2922,2922,2922,2922,2922,162470,"old_trees",19950,1631,1,4.6,6.7,433,1.3,"DS","D","","stem not sampled, info automatically filled from previous year info",1,1,0,"DS","","","","","",3,30,0,"I","I",1,NA,NA,NA,NA,NA,NA,"a3d17717-419b-484b-892b-37301699444a","3/30/2023 4:12:53 PM","shuej21","7/12/2023 5:24:32 PM","shuej21","fram",433,NA,NA,NA,"","fram","1",747675.959423628,4309120.24109451,"CT","CT","7/12/2023 5:24:08 PM",0,-78.1441545761219,38.8960625616469,304.600052254034,606.716019446153,0,"",2023-07-12
