"OBJECTID","quadrat","tag","StemTag","sp","lx","ly","hom","dbh_2023","status_2023","codes_2023","notes_2023","living_status_2023","fad_2023","wound_2023","rot_2023","canker_2023","comment_mortality_2023","x","y","status_2024","living_status_2024","crown_position_2024","crown_intact","crown_living","fad_choices","fad_2024","liana_load","wound_2024","rot_2024","canker_2024","lean_angle","lean_direction","dead_with_resprout","crown_check","dbh_dead_2024","dead_dbh_check","comment_mortality_2024","mort_census_status","personnel_list","GlobalID","EditDate","Editor","date_measured","dbh_verified"
3627,1928,192654,1,"ceca",3,0.4,1.3,104,"LI","","","","",NA,NA,NA,"",-78.14348788,38.8954595,"LI","A",3,100,85,"","",NA,NA,NA,NA,20,224,NA,NA,NA,"","ES","finished","Other","130d6339-62b7-46ed-b678-46b5cda2ef09","9/26/2024 7:39:02 PM","shuej21","9/26/2024 7:39:00 PM",""
3628,1928,192657,1,"litu",4.8,3.7,1.3,560,"LI","","","A","",NA,NA,NA,"",-78.14346683,38.89548908,"LI","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","ES","finished","Other","e0a8ee16-2b7b-49c9-a175-4006adc7c666","9/26/2024 7:37:21 PM","shuej21","9/26/2024 7:37:12 PM",""
3629,1928,192661,1,"litu",8,10.7,1.3,647,"LI","","","A","",NA,NA,NA,"",-78.14342931,38.89555188,"LI","A",4,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","ES","finished","Other","105b1982-d1d5-4d81-8109-ae52b3593e73","9/26/2024 7:35:16 PM","shuej21","9/26/2024 7:35:06 PM",""
3630,1928,192664,1,"litu",4.5,6.1,1.3,653,"LI","","","A","",NA,NA,NA,"",-78.14347007,38.89551071,"LI","A",3,100,95,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","ES","finished","Other","e66e7516-ecce-4112-8f54-2a3d965bee8e","9/26/2024 7:36:13 PM","shuej21","9/26/2024 7:36:04 PM",""
3631,1928,192668,1,"litu",11.2,12.7,1.3,181,"LI","DV","","A","",NA,NA,NA,"",-78.14339225,38.89556965,"LI","A",3,95,95,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","ES","finished","Other","c8a65d6a-9a37-4c21-995f-603e637e69ef","9/26/2024 7:34:06 PM","shuej21","9/26/2024 7:34:00 PM",""
3632,1929,192669,1,"cagl",3.2,1.9,1.3,206,"LI","","","A","",NA,NA,NA,"",-78.14348357,38.89565308,"LI","AU",2,95,95,"K","K",NA,NA,NA,1,NA,NA,NA,NA,NA,"","ES","finished","Other","74fabd19-5139-498b-a90c-d5e5eef7ef3f","9/26/2024 7:31:11 PM","shuej21","9/26/2024 7:31:03 PM",""
3633,1929,192670,1,"litu",3.9,4,1.3,698,"LI","","","A","",NA,NA,NA,"",-78.14347531,38.89567194,"LI","A",4,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","ES","finished","Other","3c0c332f-50db-4af6-87dc-84de404a8a69","9/26/2024 7:25:13 PM","shuej21","9/26/2024 7:25:04 PM",""
3634,1930,192681,1,"ulru",6,5.6,1.3,198,"LI","","","A","",NA,NA,NA,"",-78.14344909,38.89586628,"LI","A",2,90,90,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","ES","finished","Other","05cd1925-b714-40a6-b042-594ab9a844d4","9/26/2024 7:04:14 PM","shuej21","9/26/2024 7:04:05 PM",""
3635,1930,192682,1,"fram",0.6,6.7,1.3,284,"LI","","","AU","I",NA,NA,NA,"Bark peeling",-78.14351121,38.89587658,"LI","AU",2,100,5,"I","DF,I",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","ES","finished","Other","983ed388-9554-4b70-9106-176eeb563229","9/26/2024 7:03:05 PM","shuej21","9/26/2024 7:03:02 PM",""
3636,1930,192685,1,"fagr",7.3,18.1,1.3,196,"LI","","","A","",NA,NA,NA,"",-78.14343294,38.89597874,"LI","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","ES","finished","Other","977e22ae-a6c9-4aca-99d5-8297b1201708","9/26/2024 6:59:51 PM","shuej21","9/26/2024 6:59:11 PM",""
3637,1930,192686,1,"litu",1,17.6,1.3,508,"LI","","","A","",NA,NA,NA,"",-78.14350558,38.8959747,"LI","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","ES","finished","Other","caa08ed7-953b-430c-9880-1537c551e355","9/26/2024 7:00:49 PM","shuej21","9/26/2024 7:00:23 PM",""
3638,1930,192687,1,"litu",2.7,19.3,1.3,525,"LI","","","A","",NA,NA,NA,"",-78.14348583,38.89598988,"LI","A",4,100,90,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","ES","finished","Other","4242ef7f-04fb-4f32-a0dc-4a70e7e7a228","9/26/2024 6:58:59 PM","shuej21","9/26/2024 6:58:12 PM",""
3639,1931,192688,1,"litu",1.7,0.4,1.3,550,"LI","","","A","",NA,NA,NA,"",-78.14347167,38.89599482,"LI","A",3,95,90,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","ES","finished","Other","63836be9-977d-48ad-8550-f4c1bb0ac9e1","9/26/2024 6:58:04 PM","shuej21","9/26/2024 6:57:00 PM",""
3640,1931,192689,1,"quru",3.5,2.1,1.3,121,"LI","","","A","",NA,NA,NA,"",-78.14344371,38.89601146,"LI","A",2,95,95,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","ES","finished","Other","3d3d4bc3-be87-431f-8683-b8eb2dbe1e6b","9/26/2024 6:55:28 PM","shuej21","9/26/2024 6:55:16 PM",""
3641,1931,192690,1,"cagl",9.6,3.4,1.3,348,"LI","","","A","",NA,NA,NA,"",-78.14340594,38.8960263,"LI","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","ES","finished","Other","6a47ab2a-6eb8-472b-a561-a0cccca2556b","10/2/2024 2:41:18 PM","shuej21","9/26/2024 6:54:11 PM",""
3642,1931,192692,1,"litu",1.7,8.5,1.3,493,"LI","","","A","",NA,NA,NA,"",-78.14349649,38.8960728,"LI","A",4,100,95,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","ES","finished","Other","2ee51f55-9eec-4b23-879d-7505692ca9cd","9/26/2024 6:52:46 PM","shuej21","9/26/2024 6:52:18 PM",""
3643,1931,192696,1,"litu",0.7,11.4,1.3,640,"LI","","","A","",NA,NA,NA,"",-78.14350774,38.89609898,"LI","A",3,95,90,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","ES","finished","Other","e5395fb7-8e63-43d6-b4f5-230e1c86592c","9/26/2024 6:52:57 PM","shuej21","9/26/2024 6:51:01 PM",""
3644,1932,192698,1,"rops",1.9,2.2,1.3,321,"LI","B","","AU","B,R,F,W",3,3,NA,"",-78.14349291,38.89619614,"LI","AU",3,10,10,"AN","B,W,AN",NA,3,NA,NA,NA,NA,NA,NA,NA,"","Tree broken 50 percent of the way up. Woodpecker holes","finished","RH","b7cd0863-f55d-4812-ad7b-b615c710704b","9/18/2024 8:30:13 PM","shuej21","9/17/2024 3:25:07 PM",""
3645,1932,192700,1,"ulru",3.7,1.4,1.2,318,"LI","RT,I","","AU","K",NA,NA,2,"Epicormics, many cankers",-78.14347224,38.89618881,"LI","AU",4,95,95,"K","K",NA,NA,NA,2,NA,NA,NA,NA,NA,"","","finished","RH","87892ef8-646d-48ba-bbe5-0e590e8f86d9","9/17/2024 3:21:36 PM","shuej21","9/17/2024 3:21:02 PM",""
3646,1932,192708,1,"ceca",9.8,5.9,1.3,104,"LI","","","","",NA,NA,NA,"",-78.14340153,38.89622888,"LI","AU",3,85,75,"R","B,W,R",NA,1,1,NA,NA,NA,NA,NA,NA,"","Tree broken 70 percent of the way up. That branch is still attached to the tree, and some of this still living","finished","RH","c0e64d3d-6abe-465d-a7d3-b8f2774797f3","9/17/2024 4:41:47 PM","shuej21","9/17/2024 4:41:01 PM",""
3647,1932,192710,1,"ceca",4.6,9.4,1.3,134,"LI","","","AU","B,W,R",3,3,NA,"",-78.14346112,38.89626078,"LI","AU",3,65,55,"B","W,R,B",NA,3,2,NA,NA,NA,NA,NA,NA,"","Tree broken 50 percent of the way up. New growth is not equivalent in diameter to breakage","finished","RH","0fae3e05-2c70-4282-8264-b5f5e92e4c6c","9/17/2024 3:33:35 PM","shuej21","9/17/2024 3:33:15 PM",""
3648,1932,192713,1,"ceca",4,11.4,1.3,127,"LI","","","AU","W,DF,R",3,2,NA,"",-78.14346785,38.89627883,"LI","AU",3,50,50,"R","DF,W,R",NA,2,2,NA,NA,NA,NA,NA,NA,"","","finished","RH","6d381799-eb0e-4d74-8591-663b819d372f","9/17/2024 3:43:53 PM","shuej21","9/17/2024 3:43:01 PM",""
3649,1932,192716,1,"ceca",1.4,16.5,1.3,106,"LI","","","","",NA,NA,NA,"",-78.14349733,38.89632494,"LI","AU",2,100,95,"R","W,R",NA,1,1,NA,NA,NA,NA,NA,NA,"","","finished","RH","39c78f5a-6a3b-420d-b24d-877b70283820","9/17/2024 3:45:48 PM","shuej21","9/17/2024 3:42:02 PM",""
3650,1932,192718,1,"litu",1.5,18.3,1.3,775,"LI","","","A","",NA,NA,NA,"",-78.14349601,38.89634114,"LI","A",4,95,95,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","822327ac-2a37-4f98-972b-cc70f2133b8d","9/17/2024 3:37:31 PM","shuej21","9/17/2024 3:37:14 PM",""
3651,1924,192720,1,"cagl",10.2,0.8,1.3,311,"LI","","","A","",NA,NA,NA,"",-78.14341237,38.89474222,"LI","A",4,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","ES","finished","Other","868948ea-fb45-48bb-aa17-7390b50aa09a","9/25/2024 3:03:12 PM","shuej21","9/25/2024 3:03:02 PM",""
3652,2001,200038,1,"litu",3.6,9.6,2,1002,"LI","BT,A","","A","",NA,NA,NA,"",-78.14330018,38.89067845,"LI","AU",3,90,90,"F","W,F",0,1,NA,NA,NA,NA,NA,NA,NA,"","","finished","WS","36e50c9e-94b0-4292-a53f-659f41117ba9","4/12/2024 5:45:11 PM","shuej21","4/12/2024 3:55:15 PM",""
3653,2001,200108,1,"juni",16.6,17,1.3,193,"LI","","","AU","K",NA,NA,2,"",-78.14314971,38.89074413,"LI","AU",3,80,80,"K","K",NA,NA,NA,2,NA,NA,NA,NA,NA,"","","finished","WS","fd252107-b539-4f4b-9bf1-50544e1f5e51","4/12/2024 4:11:09 PM","shuej21","4/12/2024 4:10:56 PM",""
3654,2001,200135,1,"juni",18.1,14.8,1.3,388,"LI","RT","","A","",NA,NA,NA,"",-78.14313263,38.89072421,"LI","A",4,95,95,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","WS","8231d2a2-783a-43aa-9ca5-de42f7e2eba3","4/12/2024 5:16:50 PM","shuej21","4/12/2024 5:16:00 PM",""
3655,2002,200142,1,"litu",1.3,3.5,1.3,635,"LI","","","A","",NA,NA,NA,"",-78.14332538,38.89080378,"LI","A",3,95,90,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","WS","5dc4900c-e082-4da3-a442-b4644a97c89d","4/12/2024 5:26:25 PM","shuej21","4/12/2024 5:26:10 PM",""
3656,2002,200151,1,"litu",6.9,4,1.3,723,"LI","","","A","",NA,NA,NA,"",-78.14326081,38.89080787,"LI","A",3,95,90,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","WS","cc9ca47b-2df1-4c64-a644-ebc6b6484474","4/12/2024 5:23:26 PM","shuej21","4/12/2024 5:23:09 PM",""
3657,2002,200168,1,"litu",2.8,14.6,1.3,443,"LI","","","AU","B",NA,NA,NA,"Broken stem is 2/3rds of the way up the tree",-78.14330706,38.89090362,"LI","AU",2,45,35,"B","B",1,NA,NA,NA,NA,NA,NA,NA,NA,"","Broken stem is 2/3rds of the way up the tree","finished","WS","093fa800-494c-4d90-b6e1-ffa0aed8aca7","4/12/2024 5:36:20 PM","shuej21","4/12/2024 5:36:01 PM",""
3658,2002,200189,1,"litu",11,14.3,1.3,595,"LI","RT","","A","",NA,NA,NA,"",-78.14321261,38.89090032,"LI","A",3,95,95,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","WS","a7f4287f-ca26-4fb5-ad11-1d70fdfd2a80","4/12/2024 5:40:18 PM","shuej21","4/12/2024 5:40:00 PM",""
3659,2002,200190,1,"litu",12.3,14.9,1.3,703,"LI","","","A","",NA,NA,NA,"",-78.14319758,38.89090563,"LI","A",3,100,95,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","WS","c9298f58-f528-4acd-9ead-f3a351ad1f5e","4/12/2024 5:44:43 PM","shuej21","4/12/2024 5:44:01 PM",""
3660,2002,200198,1,"litu",18.5,18.7,1.3,660,"LI","","","A","",NA,NA,NA,"",-78.14312579,38.89093939,"LI","A",3,90,90,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","WS","89c42b46-4489-4fe7-933a-382699d91004","4/12/2024 5:51:01 PM","shuej21","4/12/2024 5:50:28 PM",""
3661,201,20021,1,"cagl",15.3,0.7,1.3,162,"LI","","","A","",NA,NA,NA,"",-78.147314,38.8906237,"LI","A",3,95,90,"","",3,NA,NA,NA,NA,NA,NA,NA,NA,"","ES","finished","Other","e39db27f-5963-46a3-a02c-b40dcf4bd4bd","7/10/2024 3:22:14 PM","shuej21","7/10/2024 3:20:11 PM",""
3662,201,20026,1,"caco",18,1.1,1.3,239,"LI","","","A","",NA,NA,NA,"",-78.14728285,38.89062711,"LI","A",3,100,95,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,"","ES","finished","Other","e67c4e81-4dca-4994-9526-b794668dca93","7/10/2024 3:22:29 PM","shuej21","7/10/2024 3:21:15 PM",""
3663,2001,200280,1,"fram",18.6,8.6,1.3,190,"LI","","","AU","B,I,DF",NA,NA,NA,"",-78.14312745,38.89066835,"LI","AU",2,50,20,"I","I",3,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","WS","f1084d00-7896-47f2-98ca-93fad0efbde0","4/12/2024 5:09:23 PM","shuej21","4/12/2024 5:09:14 PM",""
3664,2002,200307,1,"fram",15.1,2.6,1.3,129,"LI","","","AU","I",NA,NA,NA,"",-78.14316647,38.89079467,"LI","AU",2,95,90,"I","I",3,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","f657e6d7-d200-44f9-96fd-0874fe05c3cf","4/26/2024 6:15:22 PM","shuej21","4/26/2024 6:13:02 PM",""
3665,2002,200347,1,"ploc",14.4,10.8,1.3,535,"LI","","","A","",NA,NA,NA,"",-78.14317377,38.89086855,"LI","A",4,90,90,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","216dafe8-4a0b-411d-859e-359a4c987f3e","4/26/2024 6:07:18 PM","shuej21","4/26/2024 6:07:01 PM",""
3666,2003,200351,1,"litu",18.4,2.4,1.3,229,"LI","","","A","",NA,NA,NA,"",-78.14312659,38.89097271,"LI","A",1,85,85,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","WS","ad77cba2-a54d-46ca-9196-9b835a932cce","4/12/2024 6:45:22 PM","shuej21","4/12/2024 6:45:08 PM",""
3667,2003,200355,1,"litu",16.5,3.9,1.3,726,"LI","","","A","",NA,NA,NA,"",-78.14314835,38.89098636,"LI","A",3,85,80,"","",2,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","WS","200279d7-d2a7-4731-8a1d-8fd20c58e01c","4/12/2024 6:48:37 PM","shuej21","4/12/2024 6:48:25 PM",""
3668,2003,200385,1,"litu",15.6,14,1.3,241,"LI","","","AU","B",NA,NA,NA,"Main stem broken, but a secondary stem is replacing it.",-78.14315777,38.89107737,"LI","AU",1,30,30,"K","B,K",NA,NA,NA,1,NA,NA,NA,NA,NA,"","Broken stem is 1/4 up tree, secondary stem has replaced original","finished","WS","c8353e3d-4f53-47af-8caa-261d448f9956","4/26/2024 6:17:45 PM","shuej21","4/12/2024 6:58:00 PM",""
3669,2003,200386,1,"litu",19,16.5,1.3,158,"LI","","","A","",NA,NA,NA,"",-78.14311836,38.89109963,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","WS","394b6f21-fc4b-46b5-a9e7-f20a283e4be6","4/12/2024 7:04:52 PM","shuej21","4/12/2024 7:04:03 PM",""
3670,2003,200387,1,"litu",13,17,1.3,720,"LI","","","A","",NA,NA,NA,"",-78.14318744,38.89110457,"LI","A",4,95,95,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","9ca95abf-a8e3-44e9-bb74-12f7bb4d61d0","4/12/2024 7:08:22 PM","shuej21","4/12/2024 7:07:04 PM",""
3671,2003,200389,1,"litu",8.7,18.2,1.3,426,"LI","","","A","",NA,NA,NA,"",-78.14323688,38.89111569,"LI","A",3,95,95,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","WS","843ec85d-0810-41aa-874b-b63f193db6dc","4/12/2024 7:27:02 PM","shuej21","4/12/2024 7:27:01 PM",""
3672,2004,200397,1,"litu",13.4,7.3,1.3,705,"LI","","","A","",NA,NA,NA,"",-78.14318187,38.89119729,"LI","A",3,100,100,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","WS","22e22e24-d848-4378-b901-a4aa64a18d28","4/12/2024 7:33:13 PM","shuej21","4/12/2024 7:33:03 PM",""
3673,2003,200498,1,"juni",1.6,13.3,1.3,571,"LI","","","AU","K",NA,NA,2,"",-78.14331914,38.89107209,"LI","AU",4,85,70,"K","K",3,NA,NA,1,NA,NA,NA,NA,NA,"","","finished","RH","33ee2858-82b4-4f80-9f8b-713a6241923a","5/6/2024 2:39:33 PM","shuej21","4/26/2024 6:25:01 PM",""
3674,201,20050,1,"caco",7.4,10.3,1.3,285,"LI","","","A","",NA,NA,NA,"",-78.14740413,38.89071072,"LI","A",3,100,100,"","",4,NA,NA,NA,NA,NA,NA,NA,NA,"","ES","finished","Other","a0022d32-811f-43e7-9bce-5d5fc2c0e6d6","7/10/2024 3:14:11 PM","shuej21","7/10/2024 3:14:01 PM",""
3675,201,20054,1,"caca",5.8,6.8,1.3,100,"LI","","","","",NA,NA,NA,"",-78.14742289,38.89067932,"LI","AU",3,85,80,"W","R,W",4,2,2,NA,NA,NA,NA,NA,NA,"","ES","finished","Other","890d6b26-6822-46cb-99d8-496534d5c3c4","7/10/2024 3:15:59 PM","shuej21","7/10/2024 3:15:01 PM",""
3676,2005,200547,1,"litu",2.6,1.1,1.3,690,"LI","I","Large vine on trunk obstructing dbh tape","A","",NA,NA,NA,"",-78.14330502,38.89132234,"LI","A",4,95,95,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","WS","e91d8368-e382-4cc6-8e36-ca4780c9ff1c","4/15/2024 5:13:16 PM","shuej21","4/15/2024 5:12:01 PM",""
3677,2005,200550,1,"acru",6.2,5.1,1.3,272,"LI","","","A","",NA,NA,NA,"",-78.14326316,38.89135809,"LI","A",2,85,80,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","WS","50da0f70-4fe9-41d9-9044-afe0f0602521","4/15/2024 5:19:17 PM","shuej21","4/15/2024 5:19:06 PM",""
3678,2005,200551,1,"litu",1,5.3,1.3,602,"LI","","","A","",NA,NA,NA,"",-78.14332306,38.89136027,"LI","A",3,95,90,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","WS","48d228f5-9f76-44dc-9be2-9bbc79b95ec5","4/15/2024 5:21:40 PM","shuej21","4/15/2024 5:21:34 PM",""
3679,2005,200553,1,"litu",1.2,8.1,1.3,594,"LI","","","AU","W,K",1,NA,2,"",-78.14332049,38.89138547,"LI","AU",3,95,95,"K","W,K",NA,1,NA,1,NA,NA,NA,NA,NA,"","","finished","WS","128525e1-238e-49da-b531-7f674df3e82d","4/15/2024 5:25:05 PM","shuej21","4/15/2024 5:25:00 PM",""
3680,2005,200554,1,"litu",0.5,9.4,1.3,387,"LI","","","A","",NA,NA,NA,"",-78.14332844,38.89139723,"LI","A",4,85,85,"","",0,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","WS","a1e90703-3e58-4b27-80f6-6865c0499ecc","4/15/2024 5:26:42 PM","shuej21","4/15/2024 5:26:15 PM",""
3681,2005,200555,1,"litu",4.8,11,1.3,741,"LI","RT","","A","",NA,NA,NA,"",-78.14327874,38.89141132,"LI","A",3,85,85,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","WS","7c46bacb-5682-4985-9b7c-a915b0e2e326","4/15/2024 5:28:00 PM","shuej21","4/15/2024 5:27:13 PM",""
3682,2005,200557,1,"litu",7.3,17.5,1.3,354,"LI","","","A","",NA,NA,NA,"",-78.14324933,38.89146967,"LI","A",2,40,35,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","WS","a909e774-b536-44f4-b7f5-8d97b221e1a8","4/15/2024 5:32:28 PM","shuej21","4/15/2024 5:32:03 PM",""
3683,2006,200559,1,"litu",7.7,0.8,1.3,293,"LI","","","A","",NA,NA,NA,"",-78.14324441,38.89149935,"LI","AU",2,85,85,"R","W,R",NA,1,2,NA,NA,NA,NA,NA,NA,"","","finished","WS","794527b9-54b2-44b0-acb5-4a605f74fb84","4/15/2024 6:01:41 PM","shuej21","4/15/2024 6:00:27 PM",""
3684,201,20056,1,"juni",1.4,16.4,1.3,576,"LI","","","A","",NA,NA,NA,"",-78.14747269,38.89076608,"LI","A",4,100,95,"","",4,NA,NA,NA,NA,NA,NA,NA,NA,"","ES","finished","Other","7191c242-a067-418e-b443-b38b947aeef4","7/10/2024 3:10:37 PM","shuej21","7/10/2024 3:10:24 PM",""
3685,2006,200560,1,"litu",8.3,1.3,1.3,643,"LI","","","A","",NA,NA,NA,"",-78.14323745,38.89150381,"LI","A",3,95,95,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","WS","9eca0d86-3049-4a41-a465-51bb02342d09","4/15/2024 6:03:29 PM","shuej21","4/15/2024 6:03:14 PM",""
3686,2006,200562,1,"litu",0.7,11.5,1.3,411,"LI","","","A","",NA,NA,NA,"",-78.14332406,38.89159621,"LI","A",2,45,30,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","WS","17334c19-cd1b-4129-8b84-c71f8f844822","4/15/2024 6:09:23 PM","shuej21","4/15/2024 6:09:01 PM",""
3687,2006,200563,1,"litu",9.7,8.7,1.3,705,"LI","","","A","",NA,NA,NA,"",-78.14322063,38.89157034,"LI","A",4,95,95,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","WS","0b5809f1-30a5-43cb-9a58-5b06bf5400b5","4/15/2024 6:06:45 PM","shuej21","4/15/2024 6:06:09 PM",""
3688,2006,200567,1,"litu",4.8,15.7,1.3,826,"LI","","","A","",NA,NA,NA,"",-78.14327643,38.89163373,"LI","A",4,95,90,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","WS","312c8360-7a39-4c6d-aacd-e3b9f2b676f0","4/15/2024 6:11:30 PM","shuej21","4/15/2024 6:11:10 PM",""
3689,2007,200570,1,"litu",9.7,0.5,1.3,597,"LI","","","A","",NA,NA,NA,"",-78.14321953,38.89167659,"LI","A",3,95,90,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Crown leaning in the direction of 350 degrees","finished","RH","fc0a0517-cfcd-4b9e-96cd-c25b700ea6d8","4/17/2024 2:47:39 PM","shuej21","4/17/2024 2:47:20 PM",""
3690,2007,200577,1,"juni",6.1,9.6,1.3,544,"LI","","","AU","W",1,NA,NA,"",-78.14326015,38.8917588,"LI","AU",3,75,60,"R","W,R",NA,1,1,NA,NA,NA,NA,NA,NA,"","","finished","RH","54d9ed92-3081-4228-be6b-fbb580c7afa8","4/17/2024 3:10:47 PM","shuej21","4/17/2024 3:10:03 PM",""
3691,2007,200586,1,"juni",2,13.9,1.3,451,"LI","","","AU","W",2,NA,NA,"",-78.14330699,38.89179782,"LI","AU",3,90,85,"R","W,R",NA,2,2,NA,NA,NA,NA,NA,NA,"","The picture is of a single wound/rot - begins at the base of tree and continues behind the bark","finished","RH","75ccb79f-a618-4409-8e4e-2719fa15e1e1","4/17/2024 3:17:51 PM","shuej21","4/17/2024 3:17:01 PM",""
3692,2007,200593,1,"litu",6.3,19,1.3,324,"LI","","","A","",NA,NA,NA,"",-78.14325697,38.89184342,"LI","A",3,95,95,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","9e0dd508-4761-4a7a-87e0-fb8fd5c362e7","4/17/2024 3:20:43 PM","shuej21","4/17/2024 3:20:41 PM",""
3693,2004,200610,1,"litu",8.5,14.6,1.3,623,"LI","","","A","",NA,NA,NA,"",-78.14323765,38.89126338,"LI","A",4,100,95,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","WS","f2516a28-7827-4d80-9547-130ffc01d3db","4/12/2024 7:43:37 PM","shuej21","4/12/2024 7:43:11 PM",""
3694,2004,200613,1,"litu",10.1,16.2,1.3,910,"LI","BT","","A","",NA,NA,NA,"",-78.14321906,38.89127767,"LI","A",3,95,95,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","WS","bcf89781-7622-4eea-af2a-1de02b9b0cb7","4/12/2024 7:45:47 PM","shuej21","4/12/2024 7:45:05 PM",""
3695,2004,200618,1,"litu",19.4,19.1,1.3,650,"LI","","","A","",NA,NA,NA,"",-78.14311164,38.8913031,"LI","A",4,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","WS","f6fbce78-4560-4769-9ff1-82d9145f0ba0","4/12/2024 8:04:18 PM","shuej21","4/12/2024 8:04:03 PM",""
3696,2005,200620,1,"litu",17.5,6,1.3,632,"LI","","","A","",NA,NA,NA,"",-78.14313288,38.89136537,"LI","A",3,90,85,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","WS","87705927-9045-4dcc-bf10-b4efd68f2872","4/15/2024 5:44:44 PM","shuej21","4/15/2024 5:44:12 PM",""
3697,2005,200623,1,"litu",14.8,8.7,1.3,712,"LI","","","A","",NA,NA,NA,"",-78.14316374,38.89138988,"LI","A",3,95,95,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","WS","cfb43ca1-f0c0-43cf-b477-ea4c5caf113d","4/15/2024 5:36:56 PM","shuej21","4/15/2024 5:36:01 PM",""
3698,2005,200625,1,"litu",14.8,14.8,1.3,810,"LI","DV","DBH mark corrected to uphill side","A","",NA,NA,NA,"",-78.14316317,38.89144481,"LI","A",4,95,95,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","WS","8b4904ca-9a0e-4523-bb45-fd9a0f6c3f6f","4/15/2024 5:33:56 PM","shuej21","4/15/2024 5:33:04 PM",""
3699,2005,200626,1,"litu",12.6,11.3,1.3,108,"LI","","","A","",NA,NA,NA,"",-78.14318884,38.89141345,"LI","A",1,95,90,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","WS","077b80ee-f213-4bc7-ad50-c57f9074ff96","4/15/2024 5:35:36 PM","shuej21","4/15/2024 5:35:09 PM",""
3700,2006,200629,1,"litu",16.5,6.2,1.3,557,"LI","","","AU","W,R",2,2,NA,"",-78.14314252,38.89154733,"LI","AU",3,95,95,"R","W,R",NA,1,1,NA,NA,NA,NA,NA,NA,"","","finished","WS","977e8b6a-18b1-4566-8690-b556326a7682","4/15/2024 5:51:02 PM","shuej21","4/15/2024 5:51:00 PM",""
